player_id,player_name,team,rushing_yds,receptions,receiving_yds,fumbles,touchdowns
244c00c7-fe9a-4f4f-adff-1d5b9c8877e7,Diontae Johnson,PIT,19,33,295,1,0
4a213e4e-b0ba-4124-833e-33c528bd5908,Steven Sims,PIT,-5,0,0,0,0
53ed110c-f022-4759-afd3-1cd3436dbba7,Chase Claypool,PIT,55,23,225,0,1
625a1777-dd9a-48c6-b512-c450b0914450,Gunner Olszewski,PIT,18,0,0,2,0
a95271f7-6dae-4b43-94fd-3ff04b15d4c4,Calvin Austin III,PIT,0,0,0,0,0
bfaedf99-7618-4925-b362-90415c22a3b6,Anthony Miller,PIT,0,0,0,0,0
c5a8b02c-d380-4f22-a690-b335001de8b7,Josh Malone,PIT,0,0,0,0,0
d1ed6f8c-1611-4695-8b48-5adce0de50dd,Miles Boykin,PIT,0,1,11,0,0
d25a19a7-7de6-4476-b42a-833c8c3cb208,Cody White,PIT,0,0,0,0,0
0b3217b9-ba37-4222-95cb-a7a222441e8b,Julio Jones,TB,17,4,76,0,0
0dc98d11-34e4-46f6-96a6-7707c6f29500,Breshad Perriman,TB,-7,6,89,2,1
4501e6f4-4683-4357-b241-8b4a0b6aae81,Russell Gage,TB,0,25,192,1,1
4c6f79d0-d3dd-11ec-8afa-57d9afd0ecba,Deven Thompkins,TB,0,0,0,0,0
55a87c10-d3d6-11ec-8afa-57d9afd0ecba,Kaylon Geiger,TB,0,0,0,0,0
85e18d5f-8a3f-4b6c-88fe-dfdaaed5554e,Scotty Miller,TB,8,8,73,0,0
ada174f6-9300-46ba-833f-018d007f20ce,Jaelon Darden,TB,2,1,25,0,0
baa61bb5-f8d0-4f90-bbe2-028576b8d33d,Chris Godwin,TB,2,22,250,0,0
c48c21d9-0ae5-478c-ad34-30a660cfa9b8,Mike Evans,TB,0,24,358,0,3
48d7bc31-808f-423c-afc8-45c2c5dfa45f,Damiere Byrd,ATL,0,0,0,0,0
5053f9ae-15d9-4730-833d-484886b6f890,Drake London,ATL,0,25,306,0,2
52f8f4a4-3d70-4d43-9a3d-9f7356033f2f,Frank Darby,ATL,0,0,0,0,0
54c60acc-65ac-4e63-a988-697ee26e862a,Cameron Batson,ATL,0,0,0,0,0
5abee27b-2710-46ed-b110-fece5c2654e8,Bryan Edwards,ATL,0,2,12,0,0
6f124753-5c6c-454b-97c7-0f9b4d14e7c2,KhaDarel Hodge,ATL,0,8,128,0,0
745a7080-2950-11ed-930d-e71fc740ea47,Josh Ali,ATL,0,0,0,0,0
926e2674-52d6-4cec-9991-46ee85cc8cfd,Calvin Ridley,ATL,0,0,0,0,0
b4d78bd0-ca1d-11ec-aeb5-1b91b32ddede,Ra'Shaun Henry,ATL,0,0,0,0,0
d8281390-f081-41e5-b55e-75779536fe94,Olamide Zaccheaus,ATL,0,16,271,1,2
dcdfde40-cc7d-11ec-8d55-87af3a9174bd,Jared Bernhardt,ATL,0,0,0,0,0
131d3b1a-5746-499e-98ee-4bbf67cd377e,Laviska Shenault Jr.,CAR,0,2,90,0,1
1e664071-60d0-47da-94c8-e5c8617e11f6,Shi Smith,CAR,0,8,105,1,0
2da353f0-5570-4539-bd42-1b0a7c017210,C.J. Saunders,CAR,0,0,0,0,0
497758de-5f0b-481f-8c68-7aa5e21df322,Preston Williams,CAR,0,0,0,0,0
